,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC,CAND_CITY,CAND_ST,CAND_ZIP,candidatevotes,totalvotes,VOTE_percent,WINNER
283,H8PA16094,"BEEMAN, EBERT GORDAN",LIB,2018,PA,H,16.0,C,P,C00689802,ERIE,PA,16510.0,2939,262396,0.011200628058354548,0
284,H0PA03271,"KELLY, GEORGE J JR",REP,2018,PA,H,16.0,I,C,C00474189,BUTLER,PA,16001.0,135348,262396,0.5158157898748457,1
285,H4PA21069,"DINICOLA, RONALD A. MR.",DEM,2018,PA,H,16.0,C,P,C00673350,ERIE,PA,16505.0,124109,262396,0.4729835820667998,0
286,H8PA05071,"THOMPSON, GLENN",REP,2018,PA,H,15.0,I,C,C00444620,HOWARD,PA,16841.0,165245,243572,0.6784236283316637,1
287,H8PA18199,"RESCHENTHALER, GUY MR.",REP,2018,PA,H,14.0,O,C,C00657833,PITTSBURGH,PA,15222.0,151386,261437,0.5790534622107811,1
288,H8PA14065,"BOERIO, BIBIANA",DEM,2018,PA,H,14.0,C,P,C00675041,LATROBE,PA,15650.0,110051,261437,0.4209465377892188,0
289,H8PA13125,"JOYCE, JOHN",REP,2018,PA,H,13.0,C,C,C00674259,HOLLIDAYSBURG,PA,16648.0,178533,253266,0.7049228873990192,1
290,H8PA13133,"OTTAWAY, BRENT M",DEM,2018,PA,H,13.0,C,P,C00674887,HOLLIDAYSBURG,PA,166483215.0,74733,253266,0.2950771126009808,0
291,H0PA10078,"MARINO, THOMAS ANTHONY",REP,2018,PA,H,12.0,I,C,C00475145,COGAN STATION,PA,17728.0,161047,243872,0.6603751148143289,1
292,H8PA05204,"FRIEDENBERG, MARC",DEM,2018,PA,H,12.0,C,C,C00655084,PINE GROVE MILLS,PA,16868.0,82825,243872,0.3396248851856712,0
293,H6PA16320,"SMUCKER, LLOYD K.",REP,2018,PA,H,11.0,I,C,C00599464,LANCASTER,PA,17601.0,163708,277584,0.5897602167271889,1
294,H8PA16078,"KING, JESSICA",DEM,2018,PA,H,11.0,O,P,C00648774,LANCASTER,PA,17602.0,113876,277584,0.41023978327281113,0
295,H2PA04135,"PERRY, SCOTT",REP,2018,PA,H,10.0,I,C,C00510164,RED LION,PA,17356.0,149365,291033,0.5132235863286981,1
296,H8PA04090,"SCOTT, GEORGE",DEM,2018,PA,H,10.0,C,P,C00640961,DILLSBURG,PA,17019.0,141668,291033,0.48677641367130187,0
297,H8PA10147,"MEUSER, DANIEL",REP,2018,PA,H,9.0,O,C,C00654723,WYOMING,PA,186449373.0,148723,248927,0.5974562823639059,1
298,H8PA11095,"WOLFF, DENNY",DEM,2018,PA,H,9.0,O,P,C00658328,MILLVILLE,PA,17846.0,100204,248927,0.4025437176360941,0
299,H2PA17079,"CARTWRIGHT, MATT",DEM,2018,PA,H,8.0,I,C,C00509968,SCRANTON,PA,18501.0,135603,248166,0.546420541089432,1
302,H8PA07200,"SCANLON, MARY GAY",DEM,2018,PA,H,5.0,O,C,C00669358,SWARTHMORE,PA,19081.0,198639,304714,0.6518866871886425,1
303,H6PA01165,"LEIB, BRYAN",DEM,2018,PA,H,3.0,C,P,C00680256,PHILADELPHIA,,,20387,307997,0.06619220317081011,0
304,H6PA02171,"EVANS, DWIGHT",DEM,2018,PA,H,3.0,I,C,C00591065,PHILADELPHIA,PA,19138.0,287610,307997,0.9338077968291899,1
305,H8PA02110,"TORRES, DAVID",REP,2018,PA,H,2.0,C,N,C00677344,PHILADELPHIA,PA,19133.0,42382,201982,0.2098305789624818,0
306,H4PA13199,"BOYLE, BRENDAN F",DEM,2018,PA,H,2.0,I,C,C00543363,PHILADELPHIA,PA,19116.0,159600,201982,0.7901694210375182,1
307,H6PA08277,"FITZPATRICK, BRIAN",REP,2018,PA,H,1.0,I,C,C00607416,LANGHORNE,PA,19047.0,169053,329798,0.5125955888149716,1
308,H8PA08174,"WALLACE, HENRY SCOTT",DEM,2018,PA,H,1.0,O,C,C00667097,DOYLESTOWN,PA,18901.0,160745,329798,0.4874044111850284,0
309,H8OR05107,"SCHRADER, KURT",DEM,2018,OR,H,5.0,I,C,C00446906,CANBY,OR,97013.0,197187,358469,0.5500810390856671,1
312,H8OR05198,"CALLAHAN, MARK ALLEN",REP,2018,OR,H,5.0,C,P,C00651562,OREGON CITY,OR,97045.0,149887,358469,0.41813099598570586,0
313,H6OR04047,"DEFAZIO, PETER A",DEM,2018,OR,H,4.0,I,C,C00215905,SPRINGFIELD,OR,97477.0,208710,372893,0.5597047946730027,1
314,H8OR04134,"BEILSTEIN, MICHAEL ALLAN",OTH,2018,OR,H,4.0,C,N,C00450106,CORVALLIS,OR,97330.0,5956,372893,0.015972410316096038,0
315,H0OR04081,"ROBINSON, ART DR.",REP,2018,OR,H,4.0,C,C,C00481341,CAVE JUNCTION,OR,97523.0,152414,372893,0.40873387271952005,0
317,H6OR03064,"BLUMENAUER, EARL",DEM,2018,OR,H,3.0,I,C,C00307314,PORTLAND,OR,97214.0,279019,384326,0.725995639118873,1
319,H8OR02161,"MCLEOD-SKINNER, JAMIE",DEM,2018,OR,H,2.0,C,C,C00649004,REDMOND,OR,97756.0,145298,368709,0.39407229007157407,0
320,H6OR02116,"WALDEN, GREGORY P. MR.",REP,2018,OR,H,2.0,I,C,C00333427,HOOD RIVER,OR,970311456.0,207597,368709,0.5630375173917642,1
321,H8OR02229,"ROBERTS, MARK",REP,2018,OR,H,2.0,C,N,C00675645,WHITE CITY,OR,97503.0,15536,368709,0.04213621039898673,0
323,H2OR01133,"BONAMICI, SUZANNE MS.",DEM,2018,OR,H,1.0,I,C,C00500421,BEAVERTON,OR,97075.0,231198,363249,0.6364725023331104,1
324,H8OK05109,"HORN, KENDRA",DEM,2018,OK,H,5.0,C,C,C00648915,OKLAHOMA CITY,OK,73112.0,121149,238960,0.506984432541011,1
325,H4OK05132,"RUSSELL, STEVEN DANE",REP,2018,OK,H,5.0,I,P,C00558510,CHOCTAW,OK,73020.0,117811,238960,0.49301556745898895,0
327,H8OK04094,"BRANNON, MARY",DEM,2018,OK,H,4.0,C,N,C00678060,WASHINGTON,OK,73093.0,78088,236638,0.32998926630549613,0
328,H2OK04055,"COLE, TOM",REP,2018,OK,H,4.0,I,C,C00379735,NORMAN,OK,73070.0,149227,236638,0.6306130038286327,1
329,H8OK03047,"ROBBINS, FRANKIE LEE",DEM,2018,OK,H,3.0,C,N,C00682484,MEDFORD,OK,73759.0,61152,234065,0.2612607608997501,0
330,H4OK06056,"LUCAS, FRANK D.",REP,2018,OK,H,3.0,I,C,C00287912,CHEYENNE,OK,73628.0,172913,234065,0.73873923910025,1
332,H8OK02148,"NICHOLS, JASON",DEM,2018,OK,H,2.0,C,P,C00660977,TAHLEQUAH,OK,74464.0,65021,216002,0.30102036092258405,0
333,H2OK02083,"MULLIN, MARKWAYNE MR.",REP,2018,OK,H,2.0,I,C,C00498345,WESTVILLE,OK,74965.0,140451,216002,0.6502300904621253,1
334,H8OK02197,"CASTALDO, RICHARD MICHAEL",LIB,2018,OK,H,2.0,C,P,C00744474,GROVE,OK,74344.0,4140,216002,0.019166489199174082,0
335,H8OK01173,"GILPIN, TIM",DEM,2018,OK,H,1.0,O,P,C00672931,TULSA,OK,74104.0,103042,253171,0.4070055417089635,0
336,H8OK01157,"HERN, KEVIN R",REP,2018,OK,H,1.0,O,C,C00636092,TULSA,OK,74132.0,150129,253171,0.5929944582910365,1
337,H8OH16157,"PALMER, SUSAN MORAN",DEM,2018,OH,H,16.0,O,C,C00667915,WESTLAKE,OH,44145.0,129681,299710,0.4326882653231457,0
338,H8OH16124,"GONZALEZ, ANTHONY E",REP,2018,OH,H,16.0,O,C,C00654079,WESTLAKE,OH,44145.0,170029,299710,0.5673117346768543,1
339,H8OH15076,"STIVERS, STEVE MR.",REP,2018,OH,H,15.0,I,C,C00441352,COLUMBUS,OH,432121947.0,170593,292443,0.5833376076705546,1
340,H8OH15134,"NEAL, RICK",DEM,2018,OH,H,15.0,C,P,C00652651,COLUMBUS,OH,43206.0,116112,292443,0.3970414747489254,0
341,H8OH15126,"MILLER, JOHNATHAN WAYNE MR. JR",LIB,2018,OH,H,15.0,C,N,C00639831,SOMERSET,OH,43783.0,5738,292443,0.019620917580519964,0
342,H2OH14064,"JOYCE, DAVID P",REP,2018,OH,H,14.0,I,C,C00527457,NOVELTY,OH,44072.0,169809,307358,0.5524795189973907,1
343,H2OH17109,"RYAN, TIMOTHY",DEM,2018,OH,H,13.0,I,C,C00373464,NILES,OH,44446.0,153323,251370,0.6099494768667701,1
344,H8OH13147,"DEPIZZO, CHRIS",REP,2018,OH,H,13.0,C,P,C00659151,YOUNGSTOWN,OH,44512.0,98047,251370,0.3900505231332299,0
345,H8OH12297,"O'CONNOR, DANIEL JAY",DEM,2018,OH,H,12.0,O,P,C00667964,COLUMBUS,OH,43214.0,161251,341647,0.4719813140463695,0
346,H6OH12119,"MANCHIK, JOE",GRE,2018,OH,H,12.0,O,N,C00608547,REYODLSBURG,OH,43068.0,4718,341647,0.013809575380436532,0
347,H8OH12180,"BALDERSON, TROY",REP,2018,OH,H,12.0,I,C,C00662650,ZANESVILLE,OH,437022302.0,175677,341647,0.5142061835754448,1
348,H6OH11160,"GOLDSTEIN, BEVERLY A.",REP,2018,OH,H,11.0,C,N,C00612697,",",OH,0.0,44486,250660,0.17747546477299928,0
349,H8OH11141,"FUDGE, MARCIA L",DEM,2018,OH,H,11.0,I,C,C00454694,WARRENSVILLE HEIGH,OH,44122.0,206138,250660,0.8223809143860209,1
352,H8OH09111,"KRAUS, STEVEN WAYNE MR.",REP,2018,OH,H,9.0,C,P,C00674838,SANDUSKY,OH,44870.0,74670,231937,0.3219408718746901,0
353,H2OH09031,"KAPTUR, MARCY HON. M.C.",DEM,2018,OH,H,9.0,I,C,C00154625,TOLEDO,OH,43697.0,157219,231937,0.6778521753752097,1
354,H8OH08097,"ENOCH, VANESSA L. DR.",DEM,2018,OH,H,8.0,C,C,C00667279,WEST CHESTER,OH,45069.0,87281,261133,0.3342396403365335,0
355,H6OH08315,"DAVIDSON, WARREN",REP,2018,OH,H,8.0,I,C,C00600718,TROY,OH,45373.0,173852,261133,0.6657603596634665,1
356,H8OH07123,"HARBAUGH, KENNETH",DEM,2018,OH,H,7.0,C,P,C00646752,AVON,OH,44011.0,107536,260653,0.41256383007293224,0
357,H0OH18077,"GIBBS, ROBERT",REP,2018,OH,H,7.0,I,C,C00466516,LAKEVILLE,OH,44638.0,153117,260653,0.5874361699270678,1
358,H8OH06133,"ROBERTS, SHAWNA",DEM,2018,OH,H,6.0,C,C,C00670232,BELMONT,OH,43718.0,76716,249490,0.3074912822157201,0
359,H0OH06189,"JOHNSON, BILL",REP,2018,OH,H,6.0,I,C,C00476820,MARIETTA,OH,45750.0,172774,249490,0.6925087177842799,1
360,H8OH05036,"LATTA, ROBERT EDWARD",REP,2018,OH,H,5.0,I,C,C00438697,BOWLING GREEN,OH,434025211.0,176569,283617,0.6225614120451172,1
362,H8OH05150,"GALBRAITH, JOHN MICHAEL",DEM,2018,OH,H,5.0,C,C,C00638999,MAUMEE,OH,43537.0,99655,283617,0.35137174428895307,0
363,H6OH04082,"JORDAN, JAMES D.",REP,2018,OH,H,4.0,I,C,C00416594,URBANA,OH,43078.0,167993,257405,0.6526407800936268,1
364,H4OH04046,"GARRETT, JANET PATRICIA MRS.",DEM,2018,OH,H,4.0,C,P,C00560847,OBERLIN,OH,44074.0,89412,257405,0.34735921990637325,0
366,H2OH03125,"BEATTY, JOYCE",DEM,2018,OH,H,3.0,I,C,C00507368,BLACKLICK,OH,43004.0,181575,246677,0.7360840289123023,1
367,H2OH02085,"WENSTRUP, BRAD",REP,2018,OH,H,2.0,I,C,C00497818,CINCINNATI,OH,45209.0,166714,289661,0.5755486586043685,1
368,H8OH02124,"SCHILLER, JILL",DEM,2018,OH,H,2.0,C,P,C00666743,CINCINNATI,OH,45208.0,119333,289661,0.4119746876521175,0
369,H2OH02077,"CONDIT, JR., JIM",GRE,2018,OH,H,2.0,C,N,C00430736,CINCINNATI,OH,45247.0,3606,289661,0.012449035251552677,0
370,H8OH01118,"PUREVAL, AFTAB",DEM,2018,OH,H,1.0,C,P,C00667519,CINCINNATI,OH,45201.0,141118,300871,0.4690315783176178,0
371,H6OH09073,"KUBALA, DIRK",LIB,2018,OH,H,1.0,C,N,C00688853,CINCINNATI,OH,45219.0,5339,300871,0.017745146591063944,0
372,H8OH01043,"CHABOT, STEVE",REP,2018,OH,H,1.0,I,C,C00301838,CINCINNATI,OH,452117026.0,154409,300871,0.5132066566734581,1
374,H8ND00112,"SCHNEIDER, MAC SCHNEIDER",DEM,2018,ND,H,0.0,O,P,C00673533,GRAND FORKS,ND,58203.0,114377,321532,0.3557250911262332,0
375,H8ND00096,"ARMSTRONG, KELLY",REP,2018,ND,H,0.0,O,C,C00670547,BISMARCK,ND,58503.0,193568,321532,0.6020178395929487,1
377,H8NC13075,"BAILEY, THOMAS AARON",LIB,2018,NC,H,13.0,C,C,C00686212,GREENSBORO,NC,27403.0,5513,286316,0.019254949077243327,0
378,H8NC13067,"MANNING, KATHY",DEM,2018,NC,H,13.0,C,C,C00662577,GREENSBORO,NC,27404.0,130402,286316,0.4554478268765979,0
379,H6NC13129,"BUDD, THEODORE P.",REP,2018,NC,H,13.0,I,C,C00614776,RALEIGH,NC,27624.0,147570,286316,0.5154095474929797,1
381,H4NC12100,"ADAMS, ALMA SHEALEY",DEM,2018,NC,H,12.0,I,C,C00546358,CHARLOTTE,NC,28204.0,203974,279138,0.730728170295696,1
383,H8NC11103,"PRICE, PHILLIP",DEM,2018,NC,H,11.0,C,C,C00649277,MARION,NC,28752.0,116508,300666,0.3874997505537706,0
384,H2NC11080,"MEADOWS, MARK R",REP,2018,NC,H,11.0,I,C,C00503094,HENDERSONVILLE,NC,28792.0,178012,300666,0.5920589624367238,1
385,H8NC10097,"BROWN, DAVID",DEM,2018,NC,H,10.0,C,C,C00649806,MCADENVILLE,NC,28101.0,113259,278228,0.407072616702848,0
386,H4NC10047,"MCHENRY, PATRICK",REP,2018,NC,H,10.0,I,C,C00393629,GASTONIA,NC,28053.0,164969,278228,0.592927383297152,1
390,H8NC08083,"MCNEILL, FRANK",DEM,2018,NC,H,8.0,C,P,C00663849,ABERDEEN,NC,28315.0,114119,255521,0.4466129985402374,0
391,H2NC08185,"HUDSON, RICHARD L. JR.",REP,2018,NC,H,8.0,I,C,C00504522,CONCORD,NC,28027.0,141402,255521,0.5533870014597626,1
393,H2NC07096,"ROUZER, DAVID CHESTON",REP,2018,NC,H,7.0,I,C,C00501643,SMITHFIELD,NC,27577.0,156809,282312,0.5554457479667885,1
394,H8NC06079,"WATTS, RYAN",DEM,2018,NC,H,6.0,C,P,C00649194,GRAHAM,NC,27253.0,123651,284360,0.43483963989309327,0
395,H4NC06052,"WALKER, BRADLEY MARK MR.",REP,2018,NC,H,6.0,I,C,C00543231,GREENSBORO,NC,27438.0,160709,284360,0.5651603601069067,1
396,H8NC05063,"ADAMS, DENISE DARCEL",DEM,2018,NC,H,5.0,C,P,C00637785,WINSTON SALEM,NC,27116.0,120468,280385,0.4296520855252599,0
397,H4NC05146,"FOXX, VIRGINIA ANN",REP,2018,NC,H,5.0,I,C,C00386748,BANNER ELK,NC,28604.0,159917,280385,0.5703479144747401,1
398,H8NC04124,"HOWE, BARBARA",LIB,2018,NC,H,4.0,C,N,C00673012,OXFORD,NC,27565.0,12284,341403,0.03598093748443921,0
399,H8NC04090,"LOOR, STEVE",REP,2018,NC,H,4.0,C,N,C00653535,DURHAM,NC,27703.0,82052,341403,0.24033766545695262,0
400,H6NC04037,"PRICE, DAVID E",DEM,2018,NC,H,4.0,I,C,C00195628,RALEIGH,NC,27602.0,247067,341403,0.7236813970586081,1
401,H2NC01081,"JONES, WALTER B",REP,2018,NC,H,3.0,I,C,C00305052,FARMVILLE,NC,27828.0,187901,187901,1.0,1
402,H8NC02136,"MATEMU, JAPHETH",LIB,2018,NC,H,2.0,C,C,C00669838,RALEIGH,NC,27606.0,9655,331704,0.029107276366881315,0
403,H8NC02110,"COLEMAN, LINDA",DEM,2018,NC,H,2.0,C,P,C00658286,RALEIGH,NC,27611.0,151977,331704,0.4581705375877288,0
404,H2NC13110,"HOLDING, GEORGE E MR.",REP,2018,NC,H,2.0,I,C,C00499236,RALEIGH,NC,27608.0,170072,331704,0.5127221860453899,1
405,H8NC01104,"ALLISON, ROGER",REP,2018,NC,H,1.0,C,P,C00670828,DURHAM,NC,27703.0,82218,272675,0.30152379206014485,0
406,H4NC01046,"BUTTERFIELD, G. K.",DEM,2018,NC,H,1.0,I,C,C00401190,RALEIGH,NC,27601.0,190457,272675,0.6984762079398551,1
408,H8NY26137,"ZENO, RENEE MARIE MISS",REP,2018,NY,H,26.0,C,N,C00679050,BUFFALO,NY,14216.0,61488,230663,0.2665707113841405,0
409,H4NY27076,"HIGGINS, BRIAN",DEM,2018,NY,H,26.0,I,C,C00401034,BUFFALO,NY,14220.0,156968,230663,0.680507927149131,1
410,H8NY25097,"MAXWELL, JAMES T. DR",REP,2018,NY,H,25.0,C,P,C00666164,ROCHESTER,NY,14610.0,91342,270120,0.3381534132977936,0
411,H8NY25105,"MORELLE, JOSEPH D",DEM,2018,NY,H,25.0,O,C,C00675108,ROCHESTER,NY,14609.0,147979,270120,0.547826891751814,1
421,H8NY21203,"TONKO, PAUL DAVID",DEM,2018,NY,H,20.0,I,C,C00450049,ALBANY,NY,12206.0,161330,266014,0.606471839827979,1
427,H2NY22139,"MALONEY, SEAN PATRICK",DEM,2018,NY,H,18.0,I,C,C00512426,NEWBURGH,NY,12550.0,126368,251690,0.5020779530374667,1
428,H8NY17110,"CIARDULLO, JOSEPH JOHN",REF,2018,NY,H,17.0,C,P,C00679936,NEW CITY,NY,10956.0,23150,193841,0.11942777843696638,0
429,H8NY20056,"LOWEY, NITA M",DEM,2018,NY,H,17.0,I,C,C00219881,WHITE PLAINS,NY,10601.0,159923,193841,0.8250215382710572,1
430,H8NY19058,"ENGEL, ELIOT L.",DEM,2018,NY,H,16.0,I,C,C00236513,WHITE PLAINS,NY,106014974.0,172815,183356,0.9425107441261807,1
432,H0NY18065,"SERRANO, JOSE E.",DEM,2018,NY,H,15.0,I,C,C00240986,BRONX,NY,10451.0,122007,129751,0.9403164522816779,1
433,H8NY07046,"CROWLEY, JOSEPH",DEM,2018,NY,H,14.0,I,P,C00338954,WOODSIDE,NY,11377.0,8075,141204,0.057186765247443413,0
435,H8NY14133,"PAPPAS, ANTHONY",REP,2018,NY,H,14.0,C,N,C00686006,ASTORIA,NY,11102.0,19202,141204,0.13598764907509703,0
436,H8NY15148,"OCASIO-CORTEZ, ALEXANDRIA",DEM,2018,NY,H,14.0,C,C,C00639591,KNOXVILLE,TN,37902.0,110318,141204,0.7812668196368375,1
437,H8NY13150,"BUTLER, JINEEA THE NEW AM",REP,2018,NY,H,13.0,C,P,C00673996,NEW YORK,NY,11021.0,9535,190688,0.050003146501090785,0
438,H2NY13096,"ESPAILLAT, ADRIANO",DEM,2018,NY,H,13.0,I,C,C00635722,NEW YORK,NY,10034.0,171341,190688,0.8985410723275717,1
440,H8NY12145,"RABIN, ELIOT MR.",REP,2018,NY,H,12.0,C,P,C00680900,NEW YORK,NY,10028.0,30446,251877,0.12087645954176046,0
441,H2NY14037,"MALONEY, CAROLYN B.",DEM,2018,NY,H,12.0,I,C,C00273169,NEW YORK,NY,10128.0,205858,251877,0.8172957435573712,1
443,H6NY11174,"DONOVAN, DAN",REP,2018,NY,H,11.0,I,P,C00571869,STATEN ISLAND,NY,10306.0,80440,192173,0.4185811742544478,0
444,H8NY11113,"ROSE, MAX",DEM,2018,NY,H,11.0,C,C,C00652248,STATEN ISLAND,NY,10310.0,96850,192173,0.503972982677067,1
445,H8NY10099,"LEVIN, NAOMI",REP,2018,NY,H,10.0,C,P,C00672360,NEW YORK,NY,10024.0,33692,210958,0.1597095156381839,0
446,H2NY17071,"NADLER, JERROLD L.",DEM,2018,NY,H,10.0,I,C,C00290825,NEW YORK,NY,10023.0,162131,210958,0.768546345718105,1
447,H4NY09090,"ANABILAH-AZUMAH, JOEL",UNK,2018,NY,H,9.0,C,N,C00613182,BROOKLYN,NY,11203.0,779,203423,0.00382945881242534,0
448,H8NY09174,"GAYOT, LUTCHI",REP,2018,NY,H,9.0,C,N,C00673244,NEW YORK,NY,10281.0,18702,203423,0.0919365066880343,0
449,H4NY11138,"CLARKE, YVETTE",DEM,2018,NY,H,9.0,I,C,C00415331,BROOKLYN,NY,11225.0,167269,203423,0.8222718178377076,1
452,H2NY10092,"JEFFRIES, HAKEEM",DEM,2018,NY,H,8.0,I,C,C00503052,BROOKLYN,NY,11238.0,170850,191567,0.8918550689836976,1
453,H4NY07102,"KURZON, JEFFREY M",DEM,2018,NY,H,7.0,C,N,C00684720,NEW YORK,NY,10002.0,1740,157302,0.01106152496471755,0
455,H2NY00010,"VELAZQUEZ, NYDIA M.",DEM,2018,NY,H,7.0,I,C,C00271312,BROOKLYN,NY,11231.0,134125,157302,0.8526592160303111,1
456,H8NY06113,"HILLGARDNER, THOMAS J",GRE,2018,NY,H,6.0,C,N,C00673798,JAMAICA,NY,11432.0,11209,123421,0.09081922849434051,0
457,H2NY06116,"MENG, GRACE",DEM,2018,NY,H,6.0,I,C,C00516666,FRESH MEADOWS,NY,11365.0,104293,123421,0.845018270796704,1
458,H8NY06048,"MEEKS, GREGORY W.",DEM,2018,NY,H,5.0,I,C,C00430991,JAMAICA,NY,11432.0,160500,161471,0.9939865362820568,1
459,H8NY04084,"BENNO, AMEER",REP,2018,NY,H,4.0,C,P,C00675587,BELLMORE,NY,11710.0,90306,260206,0.3470557942553208,0
460,H4NY04075,"RICE, KATHLEEN",DEM,2018,NY,H,4.0,I,C,C00555813,MINEOLA,NY,11501.0,156728,260206,0.60232277503209,1
461,H8NY03151,"DEBONO, DAN",REP,2018,NY,H,3.0,C,P,C00651497,NORTHPORT,NY,11768.0,98716,267062,0.3696370131280377,0
462,H6NY03247,"SUOZZI, THOMAS",DEM,2018,NY,H,3.0,I,C,C00607200,GLEN COVE,NY,11542.0,149937,267062,0.5614314279081262,1
468,H6NM03059,"MCFALL, JERALD STEVE",REP,2018,NM,H,3.0,C,N,C00575084,ANGEL FIRE,NM,87710.0,76427,244893,0.3120832363522028,0
469,H8NM03246,"MANNING, CHRISTOPHER",LIB,2018,NM,H,3.0,C,P,C00688671,KIRKLAND,NM,874179310.0,13265,244893,0.05416651353856582,0
470,H8NM03196,"LUJAN, BEN R MR.",DEM,2018,NM,H,3.0,I,C,C00443689,SANTA FE,NM,87506.0,155201,244893,0.6337502501092314,1
471,H8NM02156,"HERRELL, STELLA YVETTE",UNK,2018,NM,H,2.0,O,C,C00655571,ALAMOGORDO,NM,883114338.0,97767,199256,0.4906602561528887,0
472,H8NM02248,"TORRES SMALL, XOCHITL",DEM,2018,NM,H,2.0,O,C,C00666149,LAS CRUCES,NM,88004.0,101489,199256,0.5093397438471112,1
473,H8NM01372,"ARNOLD-JONES, JANICE E",REP,2018,NM,H,1.0,O,C,C00649848,ALBUQUERQUE,NM,87110.0,90507,249162,0.3632455992486816,0
474,H8NM01448,"PRINCETON, LLOYD JOSEPH",LIB,2018,NM,H,1.0,O,C,C00663450,ALLBUQUERQUE,NM,87196.0,11319,249162,0.0454282755797433,0
475,H8NM01331,"HAALAND, DEBRA",DEM,2018,NM,H,1.0,O,C,C00639054,ALBUQUERQUE,NM,87125.0,147336,249162,0.5913261251715751,1
476,H8NJ12108,"KIPNIS, DARYL",REP,2018,NJ,H,12.0,C,P,C00684324,SOMERSET,NJ,8873.0,79041,252375,0.3131887072808321,0
477,H4NJ12149,"COLEMAN, BONNIE WATSON",DEM,2018,NJ,H,12.0,I,C,C00558437,WASHINGTON,DC,20003.0,173334,252375,0.6868112927191679,1
480,H8NJ11217,"WEBBER, JAY",REP,2018,NJ,H,11.0,O,P,C00669069,MORRIS PLAINS,NJ,79502513.0,136322,323574,0.42130084617429087,0
481,H8NJ11142,"SHERRILL, REBECCA MICHELLE",DEM,2018,NJ,H,11.0,O,C,C00640003,MONTCLAIR,NJ,7042.0,183684,323574,0.567672309888928,1
486,H2NJ10154,"PAYNE, DONALD M., JR.",DEM,2018,NJ,H,10.0,I,C,C00519355,NEWARK,,7114.0,175253,200159,0.8755689227064484,1
489,H6NJ08118,"PASCRELL, WILLIAM J. JR.",DEM,2018,NJ,H,9.0,I,C,C00313510,TEANECK,NJ,7666.0,140832,200416,0.702698387354303,1
491,H8NJ08098,"MAHMOUD, MAHMOUD",OTH,2018,NJ,H,8.0,C,N,C00710012,EDGEWATER,NJ,7020.0,3658,153455,0.023837607116092667,0
492,H8NJ08080,"MUNIZ, JOHN R",REP,2018,NJ,H,8.0,C,C,C00680611,JERSEY CITY,NJ,7307.0,28725,153455,0.18718842657456583,0
493,H6NJ13191,"SIRES, ALBIO",DEM,2018,NJ,H,8.0,I,C,C00410753,WEST NEW YORK,NJ,7093.0,119881,153455,0.781212733374605,1
495,H8NJ07256,"MOXLEY, DIANE",GRE,2018,NJ,H,7.0,C,N,C00690438,GARWOOD,NJ,7027.0,2676,322742,0.008291452615401776,0
496,H6NJ12136,"LANCE, LEONARD",REP,2018,NJ,H,7.0,I,P,C00444224,EDISON,NJ,88180999.0,150785,322742,0.4671998066567103,0
497,H8NJ07223,"MALINOWSKI, TOM",DEM,2018,NJ,H,7.0,C,C,C00656686,ROCKY HILL,NJ,8553.0,166985,322742,0.5173946991714744,1
498,H8NJ10110,"PEZZULLO, RICHARD J.",REP,2018,NJ,H,6.0,C,P,C00680249,FREEHOLD,NJ,7728.0,80443,221195,0.3636745857727345,0
499,H8NJ03073,"PALLONE, FRANK JR",DEM,2018,NJ,H,6.0,I,C,C00226928,LONG BRANCH,NJ,7740.0,140752,221195,0.6363254142272655,1
502,H8NJ05136,"MCCANN, JOHN JOSEPH MR. JR.",REP,2018,NJ,H,5.0,C,C,C00661637,OAKLAND,NJ,7436.0,128255,301823,0.42493448146761514,0
503,H6NJ05171,"GOTTHEIMER, JOSH",DEM,2018,NJ,H,5.0,I,C,C00573949,RIDGEWOOD,NJ,7451.0,169546,301823,0.5617398276473298,1
505,H8NJ04196,"STOLER, FELICIA",REP,2018,NJ,H,4.0,C,P,C00666362,HOLMDEL,NJ,7733.0,844,294348,0.002867354288121543,0
506,H8NJ04204,"REYNOLDS, BRIAN J.",UN,2018,NJ,H,4.0,C,P,C00681122,BELFORD,NJ,7718.0,851,294348,0.0028911356625490915,0
509,H8NJ04188,"WELLE, JOSH",DEM,2018,NJ,H,4.0,C,P,C00658336,RED BANK,NJ,7701.0,126766,294348,0.4306671015260848,0
510,H8NJ04014,"SMITH, CHRISTOPHER H",REP,2018,NJ,H,4.0,I,C,C00096412,HAMILTON,NJ,86190184.0,163065,294348,0.5539871172897387,1
511,H6NJ03150,"BERLINSKI, LAWRENCE",CON,2018,NJ,H,3.0,C,N,C00624742,PINE BEACH,NJ,8741.0,3902,306875,0.012715274949083503,0
512,H4NJ03130,"MACARTHUR, THOMAS",REP,2018,NJ,H,3.0,I,P,C00557520,EDISON,NJ,88180999.0,149500,306875,0.48716904276985745,0
513,H8NJ03206,"KIM, ANDY",DEM,2018,NJ,H,3.0,C,C,C00648220,MARLTON,NJ,8053.0,153473,306875,0.5001156822810591,1
514,H8NJ02281,"BENFER, WILLIAM R MR.",UN,2018,NJ,H,2.0,O,N,C00681361,MILLVILLE,NJ,8332.0,868,258363,0.003359614186241838,0
